#Lower and upper bound delineate the 90% max posterior region
#node	date	numeric date	lower bound	upper bound
hCoV-19/England/MILK-A7C3B1/2020|EPI_ISL_606375|2020-10-15	2020-10-15	2020.788251	2020.788251	2020.788251
hCoV-19/England/QEUH-A01621/2020|EPI_ISL_679990|2020-09-30	2020-09-30	2020.747268	2020.747268	2020.747268
NODE_0000164	2020-09-20	2020.719066	2020.660660	2020.768673
NODE_0000068	2020-10-21	2020.804645	2020.759082	2020.804645
hCoV-19/England/MILK-AC7A3A/2020|EPI_ISL_634447|2020-10-21	2020-10-21	2020.804645	2020.804645	2020.804645
hCoV-19/Portugal/PT2136/2020|EPI_ISL_796744|2020-12-22	2020-12-22	2020.974044	2020.974044	2020.974044
NODE_0000166	2020-09-26	2020.737331	2020.692253	2020.770128
hCoV-19/England/CAMC-D3DB75/2020|EPI_ISL_798785|2020-12-26	2020-12-26	2020.984973	2020.984973	2020.984973
NODE_0000167	2020-10-02	2020.751815	2020.717429	2020.772232
hCoV-19/India/KA-NIMH-SEQ-104/2021|EPI_ISL_995190|2021-01-06	2021-01-06	2021.015068	2021.015068	2021.015068
NODE_0000170	2020-10-06	2020.763632	2020.737803	2020.773262
hCoV-19/Wales/PHWC-492E50/2020|EPI_ISL_725797|2020-11-27	2020-11-27	2020.905738	2020.905738	2020.905738
NODE_0000171	2020-10-11	2020.777322	2020.753647	2020.777322
hCoV-19/England/CAMC-A659AA/2020|EPI_ISL_608363|2020-10-11	2020-10-11	2020.777322	2020.777322	2020.777322
NODE_0000172	2020-10-11	2020.777322	2020.727417	2020.817794
hCoV-19/Scotland/QEUH-10E7145/2021|EPI_ISL_917992|2021-01-21	2021-01-21	2021.056164	2021.056164	2021.056164
NODE_0000173	2020-10-14	2020.786366	2020.743247	2020.821270
hCoV-19/Scotland/EDB11738/2020|EPI_ISL_919325|2020-12-31	2020-12-31	2020.998634	2020.998634	2020.998634
NODE_0000174	2020-10-19	2020.798441	2020.762864	2020.822214
NODE_0000059	2020-12-05	2020.927470	2020.870050	2020.965905
hCoV-19/India/GJ-GBRC-449/2020|EPI_ISL_825051|2020-12-24	2020-12-24	2020.979508	2020.979508	2020.979508
NODE_0000177	2020-12-22	2020.974325	2020.925498	2020.990437
hCoV-19/Pakistan/MU-NIH-K53/2020|EPI_ISL_757286|2020-12-28	2020-12-28	2020.990437	2020.990437	2020.990437
NODE_0000061	2021-01-08	2021.020548	2020.989106	2021.020548
SEQ34|Brazil|SP|Americana|2021-01-08	2021-01-08	2021.020548	2021.020548	2021.020548
SEQ37|Brazil|SP|Santos|2021-01-08	2021-01-08	2021.020548	2021.020548	2021.020548
NODE_0000179	2020-10-22	2020.807655	2020.777553	2020.827425
NODE_0000063	2020-12-15	2020.954918	2020.905437	2020.954918
hCoV-19/Cayman_Islands/CYM49180/2020|EPI_ISL_978949|2020-12-15	2020-12-15	2020.954918	2020.954918	2020.954918
NODE_0000183	2020-12-23	2020.976613	2020.942391	2020.998634
hCoV-19/Cayman_Islands/CYM49179/2021|EPI_ISL_978947|2021-01-03	2021-01-03	2021.006849	2021.006849	2021.006849
hCoV-19/Barbados/BRB50400/2020|EPI_ISL_977658|2020-12-31	2020-12-31	2020.998634	2020.998634	2020.998634
NODE_0000184	2020-10-25	2020.815316	2020.789966	2020.830958
hCoV-19/Ireland/D-NVRL-21IRL19251/2021|EPI_ISL_909883|2021-01-20	2021-01-20	2021.053425	2021.053425	2021.053425
NODE_0000185	2020-10-27	2020.821910	2020.801045	2020.833067
hCoV-19/Switzerland/VD-UZH-IMV144/2020|EPI_ISL_766590|2020-12-21	2020-12-21	2020.971311	2020.971311	2020.971311
NODE_0000186	2020-10-29	2020.827198	2020.809180	2020.837788
NODE_0000054	2020-12-29	2020.993169	2020.946804	2020.993169
hCoV-19/Switzerland/BE-ETHZ-431342/2020|EPI_ISL_1004815|2020-12-29	2020-12-29	2020.993169	2020.993169	2020.993169
hCoV-19/Switzerland/GEN2723/2021|EPI_ISL_1007631|2021-01-25	2021-01-25	2021.067123	2021.067123	2021.067123
NODE_0000188	2020-10-31	2020.832739	2020.818035	2020.838787
NODE_0000072	2020-12-10	2020.941553	2020.866983	2020.999134
hCoV-19/New_Zealand/21CV0128/2021|EPI_ISL_1016863|2021-01-20	2021-01-20	2021.053425	2021.053425	2021.053425
hCoV-19/Netherlands/NB-RIVM-11990/2021|EPI_ISL_1013637|2021-01-27	2021-01-27	2021.072603	2021.072603	2021.072603
NODE_0000190	2020-11-02	2020.837567	2020.825372	2020.841888
NODE_0000073	2020-11-28	2020.908108	2020.853828	2020.960726
NODE_0000075	2020-12-24	2020.979377	2020.943165	2020.994541
hCoV-19/Canada/NS-NML-5167/2020|EPI_ISL_960224|2020-12-30	2020-12-30	2020.995902	2020.995902	2020.995902
hCoV-19/New_Zealand/21MV0049/2021|EPI_ISL_1016859|2021-02-02	2021-02-02	2021.089041	2021.089041	2021.089041
NODE_0000194	2020-12-15	2020.955726	2020.901458	2020.988931
hCoV-19/Singapore/9/2021|EPI_ISL_803962|2021-01-05	2021-01-05	2021.012329	2021.012329	2021.012329
hCoV-19/Peru/LIM-INS-173/2020|EPI_ISL_833038|2020-12-31	2020-12-31	2020.998634	2020.998634	2020.998634
NODE_0000195	2020-11-04	2020.842896	2020.832244	2020.842896
hCoV-19/Scotland/QEUH-B3184F/2020|EPI_ISL_676414|2020-11-04	2020-11-04	2020.842896	2020.842896	2020.842896
NODE_0000198	2020-11-04	2020.843167	2020.825477	2020.860047
hCoV-19/Italy/LAZ-AMC3-5015/2020|EPI_ISL_717978|2020-12-14	2020-12-14	2020.952186	2020.952186	2020.952186
NODE_0000199	2020-11-11	2020.862022	2020.847160	2020.862022
hCoV-19/Scotland/QEUH-B67DBA/2020|EPI_ISL_676373|2020-11-11	2020-11-11	2020.862022	2020.862022	2020.862022
NODE_0000202	2020-11-20	2020.886612	2020.859644	2020.886612
hCoV-19/Scotland/EDB12057/2020|EPI_ISL_838281|2020-11-20	2020-11-20	2020.886612	2020.886612	2020.886612
NODE_0000203	2020-11-29	2020.911719	2020.879182	2020.916667
hCoV-19/Scotland/CVR6043/2020|EPI_ISL_704804|2020-12-01	2020-12-01	2020.916667	2020.916667	2020.916667
NODE_0000204	2020-12-08	2020.935792	2020.903184	2020.935792
hCoV-19/Scotland/CVR6133/2020|EPI_ISL_838072|2020-12-08	2020-12-08	2020.935792	2020.935792	2020.935792
NODE_0000206	2020-12-17	2020.961331	2020.902664	2021.015369
hCoV-19/Scotland/QEUH-1236DBA/2021|EPI_ISL_1019541|2021-02-08	2021-02-08	2021.105479	2021.105479	2021.105479
NODE_0000207	2020-12-30	2020.995958	2020.956628	2021.016127
hCoV-19/Northern_Ireland/NIRE-236AB6/2021|EPI_ISL_998150|2021-01-13	2021-01-13	2021.034247	2021.034247	2021.034247
NODE_0000208	2021-01-07	2021.017808	2020.989586	2021.017808
hCoV-19/Ireland/LK-NVRL-82IRL78507/2021|EPI_ISL_875472|2021-01-07	2021-01-07	2021.017808	2021.017808	2021.017808
hCoV-19/Scotland/CVR6539/2021|EPI_ISL_865040|2021-01-10	2021-01-10	2021.026027	2021.026027	2021.026027
NODE_0000178	2020-09-09	2020.690884	2020.650892	2020.719945
hCoV-19/England/MILK-9E05B3/2020|EPI_ISL_601443|2020-09-20	2020-09-20	2020.719945	2020.719945	2020.719945
NODE_0000209	2020-09-15	2020.707518	2020.663502	2020.786836
NODE_0000226	2020-11-14	2020.870125	2020.808710	2020.930767
hCoV-19/Brazil/SP-L94-CD2721/2021|EPI_ISL_1009677|2021-01-06	2021-01-06	2021.015068	2021.015068	2021.015068
NODE_0000227	2020-12-02	2020.918798	2020.877915	2020.954976
hCoV-19/Sri_Lanka/CA85022/2021|EPI_ISL_978886|2021-01-23	2021-01-23	2021.061644	2021.061644	2021.061644
NODE_0000228	2020-12-10	2020.941745	2020.914279	2020.964787
hCoV-19/Israel/CVL-1020-ngs/2020|EPI_ISL_804200|2020-12-31	2020-12-31	2020.998634	2020.998634	2020.998634
hCoV-19/Israel/CVL-2568/2021|EPI_ISL_944366|2021-01-15	2021-01-15	2021.039726	2021.039726	2021.039726
hCoV-19/Israel/CVL-31-ngs/2020|EPI_ISL_776595|2020-12-24	2020-12-24	2020.979508	2020.979508	2020.979508
hCoV-19/Israel/CVL-2069/2021|EPI_ISL_944341|2021-01-12	2021-01-12	2021.031507	2021.031507	2021.031507
hCoV-19/Israel/CVL-1588/2021|EPI_ISL_944305|2021-01-05	2021-01-05	2021.012329	2021.012329	2021.012329
NODE_0000233	2020-12-16	2020.958362	2020.932238	2020.978089
hCoV-19/Sri_Lanka/CMC60514/2020|EPI_ISL_978921|2020-12-30	2020-12-30	2020.995902	2020.995902	2020.995902
hCoV-19/Sri_Lanka/CMC69934/2021|EPI_ISL_978927|2021-01-12	2021-01-12	2021.031507	2021.031507	2021.031507
NODE_0000215	2020-09-21	2020.722483	2020.667280	2020.788288
NODE_0000278	2020-11-12	2020.865591	2020.789589	2020.959176
hCoV-19/Switzerland/un-33001761/2021|EPI_ISL_897675|2021-01-18	2021-01-18	2021.047945	2021.047945	2021.047945
hCoV-19/USA/OH-UHTL-29/2021|EPI_ISL_1018053|2021-02-12	2021-02-12	2021.116438	2021.116438	2021.116438
NODE_0000217	2020-09-26	2020.736630	2020.672042	2020.793080
NODE_0000282	2020-11-21	2020.888482	2020.817036	2020.953032
hCoV-19/Slovenia/MB_6/2020|EPI_ISL_892244|2020-12-29	2020-12-29	2020.993169	2020.993169	2020.993169
hCoV-19/Latvia/276/2021|EPI_ISL_961804|2021-01-19	2021-01-19	2021.050685	2021.050685	2021.050685
NODE_0000221	2020-09-30	2020.748258	2020.664356	2020.800351
hCoV-19/India/KA-NIMH-SEQ-129/2021|EPI_ISL_995712|2021-01-18	2021-01-18	2021.047945	2021.047945	2021.047945
NODE_0000223	2020-10-04	2020.758202	2020.682756	2020.807431
hCoV-19/Wales/ALDP-11B23D3/2021|EPI_ISL_989484|2021-01-29	2021-01-29	2021.078082	2021.078082	2021.078082
NODE_0000224	2020-10-08	2020.769089	2020.702589	2020.808986
hCoV-19/Switzerland/GE-32942704/2021|EPI_ISL_864610|2021-01-12	2021-01-12	2021.031507	2021.031507	2021.031507
NODE_0000229	2020-10-11	2020.777506	2020.719155	2020.810392
NODE_0000257	2020-11-07	2020.849894	2020.799922	2020.906201
SEQ03|Brazil|MG|Belo-Horizonte|2021-01-14	2021-01-14	2021.036986	2021.036986	2021.036986
NODE_0000258	2020-11-24	2020.897392	2020.858347	2020.928798
hCoV-19/Germany/BE-RKI-Z-0030/2020|EPI_ISL_803890|2020-12-12	2020-12-12	2020.946721	2020.946721	2020.946721
NODE_0000232	2020-12-06	2020.931184	2020.894323	2020.963553
hCoV-19/HongKong/VM20194408/2020|EPI_ISL_759896|2020-12-21	2020-12-21	2020.971311	2020.971311	2020.971311
NODE_0000234	2020-12-21	2020.971311	2020.935602	2020.971311
hCoV-19/Singapore/1527/2020|EPI_ISL_803961|2020-12-31	2020-12-31	2020.998634	2020.998634	2020.998634
hCoV-19/Argentina/PAIS-E0126/2020|EPI_ISL_842652|2020-12-21	2020-12-21	2020.971311	2020.971311	2020.971311
NODE_0000235	2020-10-14	2020.784613	2020.729703	2020.812505
hCoV-19/Curacao/CW-RIVM-11648/2021|EPI_ISL_1014269|2021-01-23	2021-01-23	2021.061644	2021.061644	2021.061644
NODE_0000236	2020-10-16	2020.791945	2020.742417	2020.815595
hCoV-19/Austria/MUW_1357932/2021|EPI_ISL_913065|2021-01-01	2021-01-01	2021.001370	2021.001370	2021.001370
NODE_0000237	2020-10-19	2020.799216	2020.754785	2020.819332
NODE_0000225	2021-01-12	2021.030939	2020.972901	2021.031507
SEQ04|Brazil|SP|Valinhos|2021-01-12	2021-01-12	2021.031507	2021.031507	2021.031507
hCoV-19/Brazil/SP-1045/2021|EPI_ISL_940609|2021-01-19	2021-01-19	2021.050685	2021.050685	2021.050685
NODE_0000239	2020-10-21	2020.804886	2020.764290	2020.823258
hCoV-19/Norway/2960/2021|EPI_ISL_1013496|2021-01-21	2021-01-21	2021.056164	2021.056164	2021.056164
NODE_0000241	2020-10-24	2020.811824	2020.777593	2020.824226
NODE_0000270	2020-12-03	2020.920932	2020.868989	2020.960289
hCoV-19/Scotland/QEUH-1199D4D/2021|EPI_ISL_989944|2021-01-29	2021-01-29	2021.078082	2021.078082	2021.078082
hCoV-19/Turkey/HSGM-1183/2020|EPI_ISL_812769|2020-12-29	2020-12-29	2020.993169	2020.993169	2020.993169
NODE_0000272	2020-12-23	2020.976165	2020.942764	2020.996247
hCoV-19/Brazil/DF-1024/2020|EPI_ISL_882663|2020-12-31	2020-12-31	2020.998634	2020.998634	2020.998634
NODE_0000244	2020-12-31	2020.998634	2020.971892	2020.998634
hCoV-19/Brazil/GO-1054/2021|EPI_ISL_940612|2021-01-15	2021-01-15	2021.039726	2021.039726	2021.039726
hCoV-19/Brazil/DF-1025/2020|EPI_ISL_882664|2020-12-31	2020-12-31	2020.998634	2020.998634	2020.998634
NODE_0000246	2020-10-26	2020.817404	2020.788400	2020.826846
NODE_0000254	2020-11-21	2020.889624	2020.834436	2020.944783
hCoV-19/Taiwan/NTU49/2020|EPI_ISL_1010728|2020-12-31	2020-12-31	2020.998634	2020.998634	2020.998634
hCoV-19/Norway/2794/2021|EPI_ISL_1013472|2021-02-01	2021-02-01	2021.086301	2021.086301	2021.086301
NODE_0000248	2020-10-27	2020.822324	2020.797831	2020.832256
NODE_0000250	2020-11-09	2020.856557	2020.833981	2020.856557
hCoV-19/Portugal/PT2108/2020|EPI_ISL_738107|2020-11-09	2020-11-09	2020.856557	2020.856557	2020.856557
NODE_0000251	2020-12-07	2020.933060	2020.876462	2020.933060
hCoV-19/Wales/PHWC-4AA972/2020|EPI_ISL_823030|2020-12-19	2020-12-19	2020.965847	2020.965847	2020.965847
hCoV-19/Portugal/PT2110/2020|EPI_ISL_738108|2020-12-07	2020-12-07	2020.933060	2020.933060	2020.933060
NODE_0000252	2020-10-30	2020.828591	2020.780100	2020.837773
NODE_0000286	2020-12-16	2020.956604	2020.892453	2021.002225
hCoV-19/Poland/Pomorskie_MWB_41/2021|EPI_ISL_906738|2021-01-08	2021-01-08	2021.020548	2021.020548	2021.020548
hCoV-19/Mexico/TAM-InDRE_244/2021|EPI_ISL_1008713|2021-01-26	2021-01-26	2021.069863	2021.069863	2021.069863
NODE_0000256	2020-11-01	2020.833799	2020.788426	2020.844874
hCoV-19/Canada/ON-S2122/2021|EPI_ISL_911746|2021-01-13	2021-01-13	2021.034247	2021.034247	2021.034247
NODE_0000259	2020-11-02	2020.838020	2020.794897	2020.850122
hCoV-19/Romania/ROSV-33973/2021|EPI_ISL_869241|2021-01-13	2021-01-13	2021.034247	2021.034247	2021.034247
NODE_0000260	2020-11-04	2020.843534	2020.803007	2020.854972
NODE_0000238	2020-12-21	2020.971701	2020.910886	2021.012329
hCoV-19/England/MILK-F6D934/2021|EPI_ISL_945133|2021-01-05	2021-01-05	2021.012329	2021.012329	2021.012329
hCoV-19/England/ALDP-119787B/2021|EPI_ISL_990416|2021-01-27	2021-01-27	2021.072603	2021.072603	2021.072603
NODE_0000262	2020-11-06	2020.847981	2020.809616	2020.857960
hCoV-19/Saint_Lucia/LCA47987/2020|EPI_ISL_872196|2020-12-17	2020-12-17	2020.960383	2020.960383	2020.960383
NODE_0000263	2020-11-07	2020.852141	2020.818408	2020.863833
hCoV-19/Norway/7179/2020|EPI_ISL_796654|2020-12-19	2020-12-19	2020.965847	2020.965847	2020.965847
NODE_0000264	2020-11-09	2020.855876	2020.827056	2020.865329
hCoV-19/Romania/Bucuresti-417868/2021|EPI_ISL_981377|2021-01-28	2021-01-28	2021.075342	2021.075342	2021.075342
NODE_0000266	2020-11-10	2020.858263	2020.832439	2020.871393
NODE_0000265	2020-11-29	2020.910741	2020.872080	2020.956513
hCoV-19/Italy/LIG-102693544/2021|EPI_ISL_985028|2021-02-05	2021-02-05	2021.097260	2021.097260	2021.097260
hCoV-19/Scotland/CVR6368/2020|EPI_ISL_838156|2020-12-24	2020-12-24	2020.979508	2020.979508	2020.979508
hCoV-19/Italy/APU-IZSPB-582PT/2021|EPI_ISL_1008678|2021-01-26	2021-01-26	2021.069863	2021.069863	2021.069863
NODE_0000268	2020-11-11	2020.863068	2020.839217	2020.880621
NODE_0000219	2020-12-02	2020.920191	2020.879448	2020.960084
hCoV-19/Israel/CVL-46754/2020|EPI_ISL_737203|2020-12-20	2020-12-20	2020.968579	2020.968579	2020.968579
hCoV-19/Turkey/HSGM-1408/2021|EPI_ISL_940642|2021-01-20	2021-01-20	2021.053425	2021.053425	2021.053425
NODE_0000271	2020-11-13	2020.866146	2020.844949	2020.882561
hCoV-19/Slovakia/UKBA-503/2020|EPI_ISL_779653|2020-12-28	2020-12-28	2020.990437	2020.990437	2020.990437
NODE_0000273	2020-11-14	2020.869215	2020.849867	2020.887363
NODE_0000220	2020-11-29	2020.911668	2020.884043	2020.931473
hCoV-19/Hong_Kong/CM20000424/2020|EPI_ISL_733573|2020-12-07	2020-12-07	2020.933060	2020.933060	2020.933060
hCoV-19/Germany/BY-ChVir21648/2020|EPI_ISL_802994|2020-12-22	2020-12-22	2020.974044	2020.974044	2020.974044
NODE_0000222	2020-12-30	2020.995902	2020.961484	2020.995902
hCoV-19/Norway/7368/2020|EPI_ISL_860208|2020-12-30	2020-12-30	2020.995902	2020.995902	2020.995902
hCoV-19/Norway/0855/2021|EPI_ISL_964951|2021-01-08	2021-01-08	2021.020548	2021.020548	2021.020548
NODE_0000276	2020-11-15	2020.871642	2020.853879	2020.897745
NODE_0000080	2020-11-28	2020.909462	2020.880625	2020.948348
hCoV-19/Portugal/PT2159/2021|EPI_ISL_801520|2021-01-02	2021-01-02	2021.004110	2021.004110	2021.004110
hCoV-19/Belgium/rega-1738/2020|EPI_ISL_845614|2020-12-31	2020-12-31	2020.998634	2020.998634	2020.998634
NODE_0000082	2020-12-10	2020.941292	2020.913479	2020.962360
hCoV-19/South_Korea/KDCA0830/2020|EPI_ISL_850654|2020-12-24	2020-12-24	2020.979508	2020.979508	2020.979508
NODE_0000083	2020-12-21	2020.971311	2020.954819	2020.971311
hCoV-19/Brazil/SP-L67-CD1714/2020|EPI_ISL_754237|2020-12-21	2020-12-21	2020.971311	2020.971311	2020.971311
hCoV-19/Brazil/SP-900B/2020|EPI_ISL_763074|2020-12-21	2020-12-21	2020.971311	2020.971311	2020.971311
NODE_0000280	2020-11-16	2020.875464	2020.858784	2020.900542
NODE_0000240	2020-11-29	2020.911263	2020.883021	2020.945058
hCoV-19/Singapore/1500/2020|EPI_ISL_754074|2020-12-19	2020-12-19	2020.965847	2020.965847	2020.965847
NODE_0000283	2020-12-19	2020.965904	2020.921547	2020.991489
hCoV-19/Luxembourg/LNS4452465/2020|EPI_ISL_910565|2020-12-30	2020-12-30	2020.995902	2020.995902	2020.995902
hCoV-19/Australia/WA584/2021|EPI_ISL_810967|2021-01-07	2021-01-07	2021.017808	2021.017808	2021.017808
NODE_0000284	2020-11-17	2020.878086	2020.862739	2020.905884
NODE_0000021	2020-11-22	2020.891666	2020.873196	2020.921538
hCoV-19/North_Macedonia/1507/2021|EPI_ISL_939628|2021-01-09	2021-01-09	2021.023288	2021.023288	2021.023288
NODE_0000035	2020-12-19	2020.966792	2020.944037	2020.971311
hCoV-19/Belgium/rega-1591/2020|EPI_ISL_845570|2020-12-21	2020-12-21	2020.971311	2020.971311	2020.971311
hCoV-19/Belgium/rega-1659/2020|EPI_ISL_845587|2020-12-23	2020-12-23	2020.976776	2020.976776	2020.976776
NODE_0000031	2020-12-04	2020.925038	2020.895576	2020.968757
hCoV-19/Brazil/SP-1013/2021|EPI_ISL_882667|2021-01-08	2021-01-08	2021.020548	2021.020548	2021.020548
NODE_0000032	2021-01-22	2021.058904	2021.023904	2021.058904
hCoV-19/Singapore/95/2021|EPI_ISL_891234|2021-01-22	2021-01-22	2021.058904	2021.058904	2021.058904
hCoV-19/New_Zealand/21CV0142/2021|EPI_ISL_1016846|2021-01-22	2021-01-22	2021.058904	2021.058904	2021.058904
NODE_0000036	2020-12-05	2020.928198	2020.906056	2020.933060
hCoV-19/Wales/PHWC-4ACA22/2020|EPI_ISL_823062|2020-12-14	2020-12-14	2020.952186	2020.952186	2020.952186
hCoV-19/Wales/PHWC-49C06F/2020|EPI_ISL_742500|2020-12-07	2020-12-07	2020.933060	2020.933060	2020.933060
hCoV-19/Wales/PHWC-4B567D/2020|EPI_ISL_841355|2020-12-31	2020-12-31	2020.998634	2020.998634	2020.998634
NODE_0000039	2020-12-14	2020.952186	2020.931803	2020.952186
hCoV-19/South_Korea/KDCA0835/2020|EPI_ISL_850658|2020-12-14	2020-12-14	2020.952186	2020.952186	2020.952186
hCoV-19/Wales/ALDP-125D184/2021|EPI_ISL_1019500|2021-02-07	2021-02-07	2021.102740	2021.102740	2021.102740
NODE_0000291	2020-11-26	2020.901978	2020.879462	2020.953407
NODE_0000029	2020-12-11	2020.944887	2020.911275	2020.994274
hCoV-19/Turkey/HSGM-1202/2020|EPI_ISL_811139|2020-12-31	2020-12-31	2020.998634	2020.998634	2020.998634
NODE_0000030	2020-12-22	2020.974950	2020.935709	2021.012883
hCoV-19/DRC/146998/2021|EPI_ISL_965122|2021-01-28	2021-01-28	2021.075342	2021.075342	2021.075342
hCoV-19/DRC/867/2021|EPI_ISL_965124|2021-01-30	2021-01-30	2021.080822	2021.080822	2021.080822
NODE_0000294	2020-12-02	2020.919565	2020.894936	2020.955370
hCoV-19/Austria/CeMM2634/2020|EPI_ISL_934569|2020-12-29	2020-12-29	2020.993169	2020.993169	2020.993169
NODE_0000296	2020-12-08	2020.935189	2020.907127	2020.964084
hCoV-19/Ghana/WACCBIP-GS148/2021|EPI_ISL_944722|2021-01-11	2021-01-11	2021.028767	2021.028767	2021.028767
NODE_0000297	2020-12-14	2020.952318	2020.914405	2020.974276
hCoV-19/Netherlands/NB-EMC-548/2020|EPI_ISL_904199|2020-12-30	2020-12-30	2020.995902	2020.995902	2020.995902
NODE_0000298	2020-12-21	2020.972018	2020.940862	2020.989007
hCoV-19/Finland/89HEL/2020|EPI_ISL_766022|2020-12-28	2020-12-28	2020.990437	2020.990437	2020.990437
NODE_0000299	2021-01-05	2021.012329	2020.976298	2021.012329
hCoV-19/Germany/NW-ChVir22113/2021|EPI_ISL_860788|2021-01-05	2021-01-05	2021.012329	2021.012329	2021.012329
hCoV-19/Hungary/UD-S51/2021|EPI_ISL_826272|2021-01-08	2021-01-08	2021.020548	2021.020548	2021.020548
NODE_0000301	2020-11-18	2020.882465	2020.867168	2020.906790
NODE_0000084	2020-11-26	2020.904011	2020.881118	2020.940105
hCoV-19/New_Zealand/20CV0695/2020|EPI_ISL_755629|2020-12-20	2020-12-20	2020.968579	2020.968579	2020.968579
NODE_0000303	2020-12-03	2020.920793	2020.893770	2020.953842
hCoV-19/Germany/BE-ChVir23056/2021|EPI_ISL_912266|2021-01-22	2021-01-22	2021.058904	2021.058904	2021.058904
NODE_0000305	2020-12-08	2020.936888	2020.899527	2020.966014
hCoV-19/France/BRE-IPP02820/2021|EPI_ISL_1001301|2021-01-31	2021-01-31	2021.083562	2021.083562	2021.083562
NODE_0000087	2020-12-17	2020.961398	2020.929258	2020.986964
hCoV-19/Brazil/SP-976/2021|EPI_ISL_833166|2021-01-06	2021-01-06	2021.015068	2021.015068	2021.015068
NODE_0000261	2020-12-26	2020.983953	2020.945538	2021.009536
SEQ44|Brazil|ES|Barra-do-Sao-Francisco|2021-01-12	2021-01-12	2021.031507	2021.031507	2021.031507
NODE_0000307	2021-01-05	2021.013311	2020.980315	2021.029794
SEQ31|Brazil|MG|Belo-Horizonte|2021-01-12	2021-01-12	2021.031507	2021.031507	2021.031507
NODE_0000309	2021-01-12	2021.031507	2021.007873	2021.031507
hCoV-19/Brazil/SP-1012/2021|EPI_ISL_882670|2021-01-12	2021-01-12	2021.031507	2021.031507	2021.031507
SEQ02|Brazil|MG|Belo-Horizonte|2021-01-13	2021-01-13	2021.034247	2021.034247	2021.034247
NODE_0000310	2020-11-20	2020.887542	2020.871417	2020.908407
NODE_0000242	2020-11-29	2020.911015	2020.887321	2020.946999
NODE_0000245	2020-12-19	2020.965963	2020.936097	2020.993302
hCoV-19/Brazil/SP-L94-CD2720/2021|EPI_ISL_1009676|2021-01-05	2021-01-05	2021.012329	2021.012329	2021.012329
NODE_0000313	2021-01-08	2021.020313	2020.971438	2021.031507
hCoV-19/Netherlands/NH-RIVM-12209/2021|EPI_ISL_1013651|2021-01-30	2021-01-30	2021.080822	2021.080822	2021.080822
hCoV-19/Trinidad_and_Tobago/TT2627/2021|EPI_ISL_857348|2021-01-12	2021-01-12	2021.031507	2021.031507	2021.031507
NODE_0000314	2020-12-08	2020.936382	2020.901513	2020.973118
hCoV-19/India/KA-NIMH-SEQ-62/2020|EPI_ISL_860183|2020-12-31	2020-12-31	2020.998634	2020.998634	2020.998634
NODE_0000315	2020-12-21	2020.970524	2020.904338	2021.021949
hCoV-19/Wales/PHWC-4BD9B8/2021|EPI_ISL_923045|2021-01-16	2021-01-16	2021.042466	2021.042466	2021.042466
hCoV-19/England/CAMC-1216BB6/2021|EPI_ISL_986563|2021-02-12	2021-02-12	2021.116438	2021.116438	2021.116438
NODE_0000316	2020-11-23	2020.894301	2020.875055	2020.910990
hCoV-19/Iceland/6293/2020|EPI_ISL_829968|2020-12-02	2020-12-02	2020.919399	2020.919399	2020.919399
NODE_0000317	2020-11-26	2020.901905	2020.870289	2020.921263
hCoV-19/Spain/CT-IrsiCaixaR003MP1H6/2021|EPI_ISL_1013000|2021-02-01	2021-02-01	2021.086301	2021.086301	2021.086301
NODE_0000319	2020-11-28	2020.908719	2020.882627	2020.927615
hCoV-19/Switzerland/un-UHB-4176911401/2021|EPI_ISL_896082|2021-01-04	2021-01-04	2021.009589	2021.009589	2021.009589
NODE_0000320	2020-11-30	2020.914753	2020.893322	2020.934695
hCoV-19/Ecuador/USFQ-581/2021|EPI_ISL_803098|2021-01-06	2021-01-06	2021.015068	2021.015068	2021.015068
NODE_0000321	2020-12-03	2020.922026	2020.904412	2020.936203
hCoV-19/Slovenia/NK7961/2021|EPI_ISL_877453|2021-01-07	2021-01-07	2021.017808	2021.017808	2021.017808
NODE_0000322	2020-12-05	2020.927673	2020.912384	2020.940192
hCoV-19/France/CVL-IPP11332/2020|EPI_ISL_832170|2020-12-13	2020-12-13	2020.949454	2020.949454	2020.949454
NODE_0000323	2020-12-07	2020.933877	2020.910644	2020.945179
NODE_0000255	2021-01-21	2021.055172	2021.007536	2021.073392
hCoV-19/North_Macedonia/32890/2021|EPI_ISL_1018107|2021-01-28	2021-01-28	2021.075342	2021.075342	2021.075342
hCoV-19/North_Macedonia/33080/2021|EPI_ISL_1018115|2021-01-30	2021-01-30	2021.080822	2021.080822	2021.080822
NODE_0000326	2020-12-10	2020.939905	2020.921104	2020.950399
hCoV-19/Spain/NC-IBV-98015780/2021|EPI_ISL_1009117|2021-01-22	2021-01-22	2021.058904	2021.058904	2021.058904
NODE_0000330	2020-12-12	2020.945450	2020.930393	2020.954478
hCoV-19/Australia/NSW1387/2020|EPI_ISL_779397|2020-12-21	2020-12-21	2020.971311	2020.971311	2020.971311
NODE_0000331	2020-12-13	2020.950547	2020.932927	2020.960811
hCoV-19/Romania/B-2420/2021|EPI_ISL_979961|2021-01-29	2021-01-29	2021.078082	2021.078082	2021.078082
NODE_0000332	2020-12-15	2020.956159	2020.941611	2020.962527
hCoV-19/England/ALDP-11D6078/2021|EPI_ISL_964744|2021-01-30	2021-01-30	2021.080822	2021.080822	2021.080822
